label,Company,Seller,Delivery number,Delivery date,Wood species,Lumber quantity,Trunc diameter,Assortment,Size class,Length (m),Quality class,Import,National Trade,Certification,Storage Place
F1L1559,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,1,5,49,Wertholz,D4,8,A,no,yes,no,fir Wertholz
F1L1560,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,larch,0,37,31,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1561,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,59,39,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1562,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,larch,1,36,59,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1563,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,62,40,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1564,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,spruce,0,5,36,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1565,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,larch,0,42,33,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L1566,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,1,32,58,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1567,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,larch,0,79,45,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1568,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,76,44,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1569,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,56,38,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1570,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,1,02,51,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1571,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,larch,0,72,43,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1572,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1573,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,0,83,46,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1574,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,larch,0,94,49,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1575,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,45,34,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1576,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,37,31,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1577,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,larch,0,94,49,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1578,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,1,06,52,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1579,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,35,30,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1580,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,1,02,51,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1581,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,0,45,34,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L1582,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,0,72,43,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1583,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,62,40,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1584,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,0,69,42,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1585,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,1,02,51,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1586,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,0,56,38,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1587,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,5,36,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1588,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1589,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,larch,0,37,31,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L1590,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,1,06,52,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1591,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1592,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,56,38,Bloch,D3b,5,A,no,yes,no,fir Bloch
F1L1593,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,spruce,0,22,24,Bloch,D2a,5,B,no,yes,no,spruce Bloch
F1L1594,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,37,31,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1595,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,larch,0,72,43,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1596,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,79,45,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1597,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,17,21,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L1598,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,0,79,45,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1599,Sawmill Bioholz GmbH,forest1,33480,22-Mar-2024,fir,1,06,52,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1600,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1601,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,5,36,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1602,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,37,31,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1603,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,1,02,51,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1604,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,35,30,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1605,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,larch,0,94,49,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1606,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1607,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1608,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,larch,0,5,36,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1609,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,larch,0,37,31,Bloch,D3a,5,A,no,yes,no,larch Bloch
F1L1610,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,53,37,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1611,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,1,5,62,Bloch,D6,5,B,no,yes,no,fir Bloch
F1L1612,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,larch,0,56,38,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1613,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,larch,0,83,46,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1614,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,9,48,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1615,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,37,31,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1616,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,53,37,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1617,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,22,24,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L1618,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,62,40,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1619,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,83,46,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1620,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,62,40,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1621,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1622,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,83,46,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1623,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,1,32,58,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1624,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,86,47,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1625,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,66,41,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1626,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,72,43,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1627,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,48,35,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1628,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,larch,0,59,39,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1629,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,0,4,32,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1630,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,spruce,0,42,33,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L1631,Sawmill Bioholz GmbH,forest1,14350,25-Mar-2024,fir,1,27,57,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1632,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,1,76,53,Wertholz,D5,8,A,no,yes,no,spruce Wertholz
F1L1633,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,fir,0,28,27,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1634,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,28,27,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1635,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,72,43,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1636,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,9,48,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1637,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,1,06,52,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1638,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,fir,0,56,38,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1639,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,86,47,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1640,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,66,41,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1641,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,83,46,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1642,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,5,36,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1643,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,fir,1,32,58,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1644,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,59,39,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1645,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,35,30,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L1646,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,42,33,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1647,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,42,33,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1648,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,79,45,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1649,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,fir,0,76,44,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1650,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,33,29,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L1651,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,48,35,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1652,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,59,39,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1653,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,fir,0,4,32,Bloch,D3a,5,A,no,yes,no,fir Bloch
F1L1654,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,83,46,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1655,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,fir,0,19,22,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L1656,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,42,33,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1657,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,24,25,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1658,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,76,44,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1659,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,fir,0,79,45,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1660,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,26,26,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L1661,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,fir,0,28,27,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L1662,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,larch,0,48,35,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1663,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,98,50,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1664,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,spruce,0,66,41,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1665,Sawmill Bioholz GmbH,forest1,85680,26-Mar-2024,fir,0,69,42,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1666,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,5,36,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1667,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,69,42,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1668,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,larch,0,76,44,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1669,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,28,27,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1670,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,larch,0,9,48,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1671,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,37,31,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1672,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,1,13,40,Wertholz,D4,9,A,no,yes,no,fir Wertholz
F1L1673,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,59,39,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1674,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,1,06,52,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1675,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,larch,0,79,45,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1676,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,33,29,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1677,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,48,35,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1678,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,larch,0,79,45,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1679,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,0,62,40,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1680,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1681,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,larch,1,1,53,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1682,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,0,42,33,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L1683,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,72,43,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1684,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,45,34,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1685,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,0,42,33,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1686,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,48,35,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1687,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,66,41,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1688,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,79,45,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1689,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,0,53,37,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1690,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,0,86,47,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1691,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,larch,1,27,57,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1692,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,fir,0,94,49,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1693,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,0,94,49,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1694,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,1,02,51,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1695,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1696,Sawmill Bioholz GmbH,forest1,53280,26-Mar-2024,larch,0,28,27,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L1697,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,fir,0,2,23,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L1698,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,fir,0,9,48,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1699,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,0,62,40,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1700,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,fir,1,27,57,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1701,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,fir,0,5,36,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1702,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,1,06,52,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1703,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,0,2,23,Bloch,D2a,5,A,no,yes,no,spruce Bloch
F1L1704,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,0,76,44,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1705,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,0,59,39,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1706,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,0,72,43,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1707,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,0,72,43,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1708,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,1,06,44,Wertholz,D4,7,A,no,yes,no,larch Wertholz
F1L1709,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,fir,0,3,28,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1710,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,1,18,55,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1711,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,1,71,66,Bloch,D6,5,B,no,yes,no,larch Bloch
F1L1712,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1713,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,0,56,38,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1714,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,0,2,23,Bloch,D2a,5,B,no,yes,no,spruce Bloch
F1L1715,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,fir,1,71,66,Bloch,D6,5,B,no,yes,no,fir Bloch
F1L1716,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,0,37,31,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1717,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,fir,0,4,32,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1718,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,1,64,59,Wertholz,D5,6,A,no,yes,no,spruce Wertholz
F1L1719,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,0,72,43,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1720,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,0,3,28,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L1721,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1722,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,0,53,37,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1723,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,fir,0,79,45,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1724,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,fir,0,5,36,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1725,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,spruce,0,35,30,Bloch,D3a,5,A,no,yes,no,spruce Bloch
F1L1726,Sawmill Bioholz GmbH,forest1,31810,27-Mar-2024,larch,0,98,50,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1727,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,larch,0,69,42,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1728,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,larch,0,9,48,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1729,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,spruce,0,53,37,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1730,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,72,43,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1731,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,spruce,0,62,40,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1732,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,larch,1,6,64,Bloch,D6,5,B,no,yes,no,larch Bloch
F1L1733,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,79,45,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1734,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,72,43,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1735,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,94,49,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1736,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,53,37,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1737,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,spruce,0,24,25,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1738,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,larch,0,19,22,Bloch,D2a,5,C,no,yes,no,larch Bloch
F1L1739,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,spruce,0,76,44,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1740,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,48,35,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1741,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1742,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,15,20,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L1743,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,larch,1,27,57,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1744,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,26,26,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L1745,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1746,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,59,39,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1747,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,spruce,0,42,33,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1748,Sawmill Bioholz GmbH,forest1,10250,28-Mar-2024,fir,0,33,29,Bloch,D2b,5,B,no,yes,no,fir Bloch
