label,Company,Country,Federal state,Municipality,Side,Wood species,Harvesting date,GPS coordinate lat,GPS coordinate long,Trunc diameter,Size class,Quality class,Assortment,Length,Lumber quantity,Moon phase,Date of Sale,Customer,Export,National Trade,Certification,Loading point (GPS lat),Loading point (GPS long)
F1L1,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/1/24 0:00,46.828579,12.982120,34,D3a,B,Bloch,5,0.45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1644,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.824599,12.980095,39,D3b,B,Bloch,5,0,59,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1645,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/18/24 0:00,46.817188,12.954323,30,D3a,B,Bloch,5,0,35,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1646,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/18/24 0:00,46.816601,12.996385,33,D3a,C,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1647,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/18/24 0:00,46.831576,12.954196,33,D3a,C,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1648,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/18/24 0:00,46.837592,12.966851,45,D4,B,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1649,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.826954,12.992753,44,D4,C,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1650,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/18/24 0:00,46.851300,12.973100,29,D2b,B,Bloch,5,0,33,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1651,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/19/24 0:00,46.832055,12.978967,35,D3b,B,Bloch,5,0,48,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1652,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/19/24 0:00,46.849601,12.973350,39,D3b,C,Bloch,5,0,59,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1653,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.855913,12.979297,32,D3a,A,Bloch,5,0,4,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1654,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/19/24 0:00,46.819908,12.941774,46,D4,B,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1655,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.853537,12.948062,22,D2a,B,Bloch,5,0,19,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1656,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/19/24 0:00,46.850299,12.940899,33,D3a,B,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1657,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/19/24 0:00,46.818900,12.988127,25,D2b,C,Bloch,5,0,24,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1658,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/19/24 0:00,46.815377,12.978254,44,D4,C,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1659,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.826795,12.971233,45,D4,B,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1660,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/19/24 0:00,46.830572,12.943031,26,D2b,B,Bloch,5,0,26,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1661,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.835241,12.963344,27,D2b,B,Bloch,5,0,28,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1662,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/19/24 0:00,46.845483,12.978806,35,D3b,C,Bloch,5,0,48,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1663,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/19/24 0:00,46.838803,12.994255,50,D5,C,Bloch,5,0,98,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1664,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/19/24 0:00,46.841861,12.960218,41,D4,B,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1665,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.829958,12.965208,42,D4,B,Bloch,5,0,69,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1666,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.845897,12.983271,36,D3b,B,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1667,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.822008,12.977383,42,D4,B,Bloch,5,0,69,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1668,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/19/24 0:00,46.852528,12.957738,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1669,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.824490,12.955851,27,D2b,C,Bloch,5,0,28,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1670,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/19/24 0:00,46.849036,12.993545,48,D4,C,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1671,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.840612,12.979335,31,D3a,B,Bloch,5,0,37,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1672,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.831227,12.942696,40,D4,A,Wertholz,9,1,13,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1673,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.832154,12.973806,39,D3b,C,Bloch,5,0,59,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1674,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/19/24 0:00,46.855656,12.950653,52,D5,C,Bloch,5,1,06,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1675,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/19/24 0:00,46.827553,12.943145,45,D4,C,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1676,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.815404,12.971505,29,D2b,C,Bloch,5,0,33,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1677,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.830157,12.959618,35,D3b,C,Bloch,5,0,48,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1678,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/19/24 0:00,46.847323,12.971345,45,D4,B,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1679,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/19/24 0:00,46.833676,12.947528,40,D4,B,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1680,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/19/24 0:00,46.840047,12.944956,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1681,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/19/24 0:00,46.815796,12.984551,53,D5,C,Bloch,5,1,1,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1682,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/19/24 0:00,46.845256,12.970004,33,D3a,C,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1683,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.826092,12.985170,43,D4,C,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1684,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.826407,12.987485,34,D3a,B,Bloch,5,0,45,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1685,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/19/24 0:00,46.841176,12.956750,33,D3a,B,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1686,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.838798,12.940023,35,D3b,C,Bloch,5,0,48,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1687,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.820777,12.996323,41,D4,B,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1688,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.852166,12.965470,45,D4,B,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1689,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/19/24 0:00,46.839334,12.949078,37,D3b,B,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1690,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/19/24 0:00,46.825264,12.948680,47,D4,B,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1691,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/19/24 0:00,46.850179,12.984319,57,D5,B,Bloch,5,1,27,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1692,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.819462,12.976126,49,D4,C,Bloch,5,0,94,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1693,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/19/24 0:00,46.836567,12.951234,49,D4,C,Bloch,5,0,94,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1694,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/19/24 0:00,46.833579,12.985145,51,D5,B,Bloch,5,1,02,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1695,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/19/24 0:00,46.840852,12.974643,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1696,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/19/24 0:00,46.850990,12.950333,27,D2b,C,Bloch,5,0,28,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1697,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/19/24 0:00,46.848274,12.971664,23,D2a,B,Bloch,5,0,2,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1698,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.827522,12.966704,48,D4,B,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1699,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/19/24 0:00,46.825629,12.986245,40,D4,B,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1700,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/19/24 0:00,46.815725,12.946567,57,D5,B,Bloch,5,1,27,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1701,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/20/24 0:00,46.826970,12.944148,36,D3b,B,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1702,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/20/24 0:00,46.831300,12.949391,52,D5,C,Bloch,5,1,06,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1703,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.851700,12.956788,23,D2a,A,Bloch,5,0,2,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1704,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/20/24 0:00,46.848798,12.981376,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1705,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.856159,12.972544,39,D3b,B,Bloch,5,0,59,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1706,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/20/24 0:00,46.852975,12.953537,43,D4,C,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1707,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/20/24 0:00,46.830114,12.963983,43,D4,C,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1708,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/20/24 0:00,46.847229,12.984583,44,D4,A,Wertholz,7,1,06,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1709,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/20/24 0:00,46.852847,12.986069,28,D2b,C,Bloch,5,0,3,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1710,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/20/24 0:00,46.827470,12.969743,55,D5,C,Bloch,5,1,18,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1711,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/20/24 0:00,46.848232,12.970339,66,D6,B,Bloch,5,1,71,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1712,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/20/24 0:00,46.835504,12.957183,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1713,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/20/24 0:00,46.818846,12.982823,38,D3b,B,Bloch,5,0,56,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1714,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/20/24 0:00,46.833345,12.954238,23,D2a,B,Bloch,5,0,2,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1715,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/20/24 0:00,46.838773,12.990183,66,D6,B,Bloch,5,1,71,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1716,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/20/24 0:00,46.838857,12.987519,31,D3a,C,Bloch,5,0,37,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1717,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/20/24 0:00,46.855728,12.972486,32,D3a,C,Bloch,5,0,4,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1718,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.822424,12.980390,59,D5,A,Wertholz,6,1,64,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1719,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.822659,12.996272,43,D4,B,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1720,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/20/24 0:00,46.821659,12.948594,28,D2b,B,Bloch,5,0,3,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1721,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/20/24 0:00,46.827825,12.978752,41,D4,C,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1722,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.828542,12.978120,37,D3b,C,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1723,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/20/24 0:00,46.850069,12.954351,45,D4,C,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1724,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/20/24 0:00,46.826092,12.970561,36,D3b,B,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1725,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.854003,12.983238,30,D3a,A,Bloch,5,0,35,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1726,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/20/24 0:00,46.856039,12.990265,50,D5,C,Bloch,5,0,98,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1727,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/20/24 0:00,46.832571,12.988667,42,D4,C,Bloch,5,0,69,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1728,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/20/24 0:00,46.818117,12.971553,48,D4,B,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1729,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.847312,12.994945,37,D3b,C,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1730,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/20/24 0:00,46.831383,12.998123,43,D4,C,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1731,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/20/24 0:00,46.817361,12.981072,40,D4,C,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1732,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/20/24 0:00,46.837517,12.970519,64,D6,B,Bloch,5,1,6,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1733,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/20/24 0:00,46.836694,12.985233,45,D4,C,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1734,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/20/24 0:00,46.823618,12.939872,43,D4,C,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1735,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/20/24 0:00,46.817505,12.944092,49,D4,C,Bloch,5,0,94,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1736,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/20/24 0:00,46.826278,12.980091,37,D3b,C,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1737,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.853345,12.986456,25,D2b,C,Bloch,5,0,24,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1738,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/20/24 0:00,46.850147,12.974666,22,D2a,C,Bloch,5,0,19,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1739,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/20/24 0:00,46.836658,12.971674,44,D4,C,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1740,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/20/24 0:00,46.846613,12.983064,35,D3b,B,Bloch,5,0,48,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1741,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.856621,12.991816,45,D4,B,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1742,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/20/24 0:00,46.840883,12.945270,20,D2a,B,Bloch,5,0,15,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1743,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/20/24 0:00,46.835105,12.943906,57,D5,C,Bloch,5,1,27,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1744,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/20/24 0:00,46.825843,12.982160,26,D2b,B,Bloch,5,0,26,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1745,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/20/24 0:00,46.819799,12.966795,45,D4,B,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1746,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/20/24 0:00,46.828001,12.949804,39,D3b,C,Bloch,5,0,59,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1747,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.819890,12.944894,33,D3a,B,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1748,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/20/24 0:00,46.834773,12.981546,29,D2b,B,Bloch,5,0,33,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1749,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/20/24 0:00,46.844310,12.981688,36,D3b,C,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1750,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/20/24 0:00,46.853886,12.945246,45,D4,B,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1751,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/21/24 0:00,46.853960,12.949288,30,D3a,B,Bloch,5,0,35,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1752,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/21/24 0:00,46.835780,12.953933,48,D4,B,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1753,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/21/24 0:00,46.826746,12.983834,47,D4,C,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1754,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/21/24 0:00,46.827366,12.947108,40,D4,B,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1755,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/21/24 0:00,46.845202,12.945652,53,D5,B,Bloch,5,1,1,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1756,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/21/24 0:00,46.817646,12.970106,36,D3b,C,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1757,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/21/24 0:00,46.823363,12.986605,47,D4,C,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1758,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/21/24 0:00,46.837612,12.974174,43,D4,B,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1759,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/21/24 0:00,46.835888,12.952985,44,D4,C,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1760,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/21/24 0:00,46.838635,12.969865,41,D4,C,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1761,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/21/24 0:00,46.818512,12.970274,33,D3a,C,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1762,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/21/24 0:00,46.816501,12.954454,57,D5,C,Bloch,5,1,27,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1763,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/21/24 0:00,46.839843,12.985508,56,D5,B,Bloch,5,1,23,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1764,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/21/24 0:00,46.844437,12.980481,33,D3a,B,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1765,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/21/24 0:00,46.837011,12.965683,40,D4,C,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1766,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/21/24 0:00,46.854113,12.972627,40,D4,C,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1767,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/21/24 0:00,46.855616,12.948782,40,D4,B,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1768,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/21/24 0:00,46.852256,12.963724,50,D5,C,Bloch,5,0,98,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1769,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/21/24 0:00,46.837086,12.966095,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
